code_insee;code_postal;commune;wgs84;federation;licences_en_2011;moins_de_20_ans;entre_20_et_60_ans;plus_de_60_ans;femmes;femmes_moins_de_20_ans;femmes_de_20_a_60_ans;femmes_plus_de_60_ans;licences_en_zone_urbaine_sensible_zus;population_totale_2010;population_femme;population_femmes_de_moins_de_20_ans;population_femme_de_20_a_60_ans;population_femme_de_plus_de_60_ans;population_de_moins_de_20_ans;population_de_20_a_60_ans;population_de_plus_de_60_ans
78688;78960;VOISINS LE BRETONNEUX;48.7586686,2.0511739;FF de triathlon;18;6;11;1;;;;;0;11730;5910;1783;3259;868;3463;6609;1658
78688;78960;VOISINS LE BRETONNEUX;48.7586686,2.0511739;FF de karaté et disciplines associées;68;35;31;2;15;5;10;;0;11730;5910;1783;3259;868;3463;6609;1658
78688;78960;VOISINS LE BRETONNEUX;48.7586686,2.0511739;FF de planeur ultra léger motorisé;4;;1;3;;;;;0;11730;5910;1783;3259;868;3463;6609;1658
78402;78970;MEZIERES SUR SEINE;48.9608736,1.7961756;FF de badminton;9;3;6;;2;1;1;;0;3526;1774;496;1020;259;1003;2018;505
78402;78970;MEZIERES SUR SEINE;48.9608736,1.7961756;FF de handball;3;1;2;;1;1;;;0;3526;1774;496;1020;259;1003;2018;505
78402;78970;MEZIERES SUR SEINE;48.9608736,1.7961756;FF de golf;45;5;30;10;6;1;3;2;0;3526;1774;496;1020;259;1003;2018;505
78402;78970;MEZIERES SUR SEINE;48.9608736,1.7961756;FF d'aïkido, d'aïkibudo et affinitaires;1;;1;;;;;;0;3526;1774;496;1020;259;1003;2018;505
78402;78970;MEZIERES SUR SEINE;48.9608736,1.7961756;FF de bowling et de sports de quilles;9;;8;1;4;;3;1;0;3526;1774;496;1020;259;1003;2018;505
78402;78970;MEZIERES SUR SEINE;48.9608736,1.7961756;FF de sauvetage et secourisme;5;2;3;;2;1;1;;0;3526;1774;496;1020;259;1003;2018;505
78107;78980;BREVAL;48.9428207,1.5359298;FF de tir;3;;2;1;;;;;0;1979;1003;271;531;201;548;1050;381
78107;78980;BREVAL;48.9428207,1.5359298;FF d'aéromodélisme;2;1;1;;;;;;0;1979;1003;271;531;201;548;1050;381
78107;78980;BREVAL;48.9428207,1.5359298;FF des clubs alpins et de montagne;1;1;;;;;;;0;1979;1003;271;531;201;548;1050;381
78107;78980;BREVAL;48.9428207,1.5359298;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);1;;1;;1;;1;;0;1979;1003;271;531;201;548;1050;381
78346;78980;LONGNES;48.9207169,1.5870849;FF d'aéromodélisme;1;;1;;;;;;0;1467;734;200;418;116;421;836;210
78346;78980;LONGNES;48.9207169,1.5870849;FF d'aéronautique;5;1;2;1;;;;;0;1467;734;200;418;116;421;836;210
78346;78980;LONGNES;48.9207169,1.5870849;Fédération sportive des ASPTT;1;;1;;;;;;0;1467;734;200;418;116;421;836;210
78413;78980;MONDREVILLE;48.9025052,1.5531173;FF de tir à l'arc;1;1;;;;;;;0;369;182;49;109;25;109;212;49
78413;78980;MONDREVILLE;48.9025052,1.5531173;FF de boxe française, savate et disciplines associées;1;;1;;;;;;0;369;182;49;109;25;109;212;49
78444;78980;NEAUPHLETTE;48.9319616,1.5246737;FF de football;34;23;11;;;;;;0;890;439;133;241;65;275;488;126
78444;78980;NEAUPHLETTE;48.9319616,1.5246737;FF de karaté et disciplines associées;1;1;;;1;1;;;0;890;439;133;241;65;275;488;126
78444;78980;NEAUPHLETTE;48.9319616,1.5246737;FF d'éducation physique et de gymnastique volontaire;47;11;26;10;43;7;26;10;0;890;439;133;241;65;275;488;126
78558;78980;ST ILLIERS LA VILLE;48.9765472,1.5404336;FF de football;6;5;1;;;;;;0;321;162;51;88;24;93;180;48
