code_insee;code_postal;commune;wgs84;federation;licences_en_2011;moins_de_20_ans;entre_20_et_60_ans;plus_de_60_ans;femmes;femmes_moins_de_20_ans;femmes_de_20_a_60_ans;femmes_plus_de_60_ans;licences_en_zone_urbaine_sensible_zus;population_totale_2010;population_femme;population_femmes_de_moins_de_20_ans;population_femme_de_20_a_60_ans;population_femme_de_plus_de_60_ans;population_de_moins_de_20_ans;population_de_20_a_60_ans;population_de_plus_de_60_ans
77255;77000;LIVRY SUR SEINE;48.5110722,2.6832629;FF de tir;3;;2;1;;;;;0;1919;995;207;484;304;418;955;546
77288;77000;MELUN;48.5353807,2.6591996;FF d'escrime;79;55;22;2;32;21;11;;13;39589;20416;5536;11842;3037;11039;23393;5157
77288;77000;MELUN;48.5353807,2.6591996;FF de tennis de table;36;14;22;;1;;1;;13;39589;20416;5536;11842;3037;11039;23393;5157
77288;77000;MELUN;48.5353807,2.6591996;FF du sport automobile;4;;4;;2;;2;;0;39589;20416;5536;11842;3037;11039;23393;5157
77288;77000;MELUN;48.5353807,2.6591996;FF de bowling et de sports de quilles;2;;1;1;1;;1;;0;39589;20416;5536;11842;3037;11039;23393;5157
77288;77000;MELUN;48.5353807,2.6591996;FF de spéléologie;7;1;6;;1;;1;;1;39589;20416;5536;11842;3037;11039;23393;5157
77288;77000;MELUN;48.5353807,2.6591996;FF d'éducation physique et de gymnastique volontaire;228;1;172;55;220;1;166;53;39;39589;20416;5536;11842;3037;11039;23393;5157
77389;77000;LA ROCHETTE;48.5045038,2.662899;FF de taekwondo et disciplines associées;8;2;6;;3;1;2;;0;3095;1622;365;843;414;758;1616;721
77389;77000;LA ROCHETTE;48.5045038,2.662899;FF de planeur ultra léger motorisé;1;;;1;;;;;0;3095;1622;365;843;414;758;1616;721
77389;77000;LA ROCHETTE;48.5045038,2.662899;FF de ski nautique;11;8;3;;2;2;;;0;3095;1622;365;843;414;758;1616;721
77389;77000;LA ROCHETTE;48.5045038,2.662899;FF des clubs alpins et de montagne;3;;1;2;1;;;1;0;3095;1622;365;843;414;758;1616;721
77389;77000;LA ROCHETTE;48.5045038,2.662899;Union nationale des clubs universitaires;1;1;;;1;1;;;0;3095;1622;365;843;414;758;1616;721
77389;77000;LA ROCHETTE;48.5045038,2.662899;Union nationale du sport scolaire (UNSS);40;36;4;;;;;;0;3095;1622;365;843;414;758;1616;721
77487;77000;VAUX LE PENIL;48.5274621,2.6796461;FF de basketball;171;129;39;3;68;53;15;;0;10866;5676;1498;3144;1034;2956;5980;1930
77487;77000;VAUX LE PENIL;48.5274621,2.6796461;FF de gymnastique;52;37;15;;36;25;11;;0;10866;5676;1498;3144;1034;2956;5980;1930
77487;77000;VAUX LE PENIL;48.5274621,2.6796461;FF de tir à l'arc;12;7;5;;3;3;;;0;10866;5676;1498;3144;1034;2956;5980;1930
77487;77000;VAUX LE PENIL;48.5274621,2.6796461;FF de danse;13;2;6;5;9;2;4;3;0;10866;5676;1498;3144;1034;2956;5980;1930
77487;77000;VAUX LE PENIL;48.5274621,2.6796461;FF de motocyclisme;8;1;6;1;;;;;0;10866;5676;1498;3144;1034;2956;5980;1930
77487;77000;VAUX LE PENIL;48.5274621,2.6796461;FF de ski nautique;31;28;3;;16;15;1;;0;10866;5676;1498;3144;1034;2956;5980;1930
77487;77000;VAUX LE PENIL;48.5274621,2.6796461;F nationale du sport en milieu rural;22;11;10;1;21;10;10;1;0;10866;5676;1498;3144;1034;2956;5980;1930
77121;77090;COLLEGIEN;48.8362114,2.673176;FF de football;150;65;84;2;13;2;11;;0;3145;1570;412;993;165;885;1924;336
77121;77090;COLLEGIEN;48.8362114,2.673176;FF de sauvetage et secourisme;2;;2;;2;;2;;0;3145;1570;412;993;165;885;1924;336
77121;77090;COLLEGIEN;48.8362114,2.673176;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);1;;1;;1;;1;;0;3145;1570;412;993;165;885;1924;336
77276;77100;MAREUIL LES MEAUX;48.9267289,2.8634773;FF de taekwondo et disciplines associées;1;1;;;1;1;;;0;2194;1138;329;618;191;660;1216;318
77276;77100;MAREUIL LES MEAUX;48.9267289,2.8634773;FF de tennis de table;8;6;2;;1;1;;;0;2194;1138;329;618;191;660;1216;318
77276;77100;MAREUIL LES MEAUX;48.9267289,2.8634773;FF de tir à l'arc;1;;1;;;;;;0;2194;1138;329;618;191;660;1216;318
77276;77100;MAREUIL LES MEAUX;48.9267289,2.8634773;FF de vol libre;3;;3;;;;;;0;2194;1138;329;618;191;660;1216;318
77284;77100;MEAUX;48.9589146,2.8964865;FF de volley-ball;49;10;39;;23;5;18;;7;50755;26679;7395;14697;4586;15100;27964;7690
77284;77100;MEAUX;48.9589146,2.8964865;FF d'aïkido, d'aïkibudo et affinitaires;29;13;16;;;;;;5;50755;26679;7395;14697;4586;15100;27964;7690
77284;77100;MEAUX;48.9589146,2.8964865;FF des sports de billard;5;1;2;2;;;;;1;50755;26679;7395;14697;4586;15100;27964;7690
77284;77100;MEAUX;48.9589146,2.8964865;FF de boxe française, savate et disciplines associées;87;52;35;;14;7;7;;27;50755;26679;7395;14697;4586;15100;27964;7690
77284;77100;MEAUX;48.9589146,2.8964865;FF de roller sports;14;3;11;;4;1;3;;2;50755;26679;7395;14697;4586;15100;27964;7690
77284;77100;MEAUX;48.9589146,2.8964865;FF de vol à voile;2;;1;1;;;;;0;50755;26679;7395;14697;4586;15100;27964;7690
77284;77100;MEAUX;48.9589146,2.8964865;FF de baseball et softball;27;16;11;;7;3;4;;9;50755;26679;7395;14697;4586;15100;27964;7690
77284;77100;MEAUX;48.9589146,2.8964865;Union nationale des clubs universitaires;5;1;3;;;;;;0;50755;26679;7395;14697;4586;15100;27964;7690
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;FF de judo-jujitsu et disciplines associées;70;51;18;1;16;11;5;;0;5433;2781;746;1532;503;1468;3044;921
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;FF d'aéronautique;7;2;1;4;;;;;0;5433;2781;746;1532;503;1468;3044;921
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;FF des sports de billard;1;;1;;;;;;0;5433;2781;746;1532;503;1468;3044;921
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;FF de danse;1;;1;;1;;1;;0;5433;2781;746;1532;503;1468;3044;921
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;FF de vol libre;3;;3;;;;;;0;5433;2781;746;1532;503;1468;3044;921
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;FF de sports de contact et disciplines associées;5;1;4;;;;;;0;5433;2781;746;1532;503;1468;3044;921
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;FF de la retraite sportive;8;;2;6;;;;;0;5433;2781;746;1532;503;1468;3044;921
77330;77100;NANTEUIL LES MEAUX;48.9306,2.89893;Union nationale du sport scolaire (UNSS);214;214;;;60;60;;;0;5433;2781;746;1532;503;1468;3044;921
77455;77111;SOIGNOLLES EN BRIE;48.6546406,2.6968426;FF de judo-jujitsu et disciplines associées;141;90;51;;54;26;28;;0;2073;1032;279;616;137;590;1237;246
77455;77111;SOIGNOLLES EN BRIE;48.6546406,2.6968426;FF de rugby;5;2;3;;;;;;0;2073;1032;279;616;137;590;1237;246
77455;77111;SOIGNOLLES EN BRIE;48.6546406,2.6968426;FF de boxe française, savate et disciplines associées;5;1;4;;;;;;0;2073;1032;279;616;137;590;1237;246
77457;77111;SOLERS;48.6589873,2.7195155;FF de football;49;18;30;1;;;;;0;1253;629;181;379;69;354;767;132
77457;77111;SOLERS;48.6589873,2.7195155;FF de karaté et disciplines associées;9;6;3;;2;1;1;;0;1253;629;181;379;69;354;767;132
77208;77114;GOUAIX;48.4836926,3.2945398;FF de basketball;2;;2;;;;;;0;1452;741;221;372;148;449;750;253
77227;77114;HERME;48.4823364,3.3460308;FF de football;8;4;4;;;;;;0;604;310;93;154;63;183;315;106
77341;77114;NOYEN SUR SEINE;48.452236,3.3508554;FF de football;4;1;3;;;;;;0;378;196;49;104;42;93;203;82
77522;77114;VILLIERS SUR SEINE;48.4560911,3.3760958;FF des sports de billard;1;;;1;;;;;0;308;167;45;80;42;76;162;71
77034;77115;BLANDY;48.5683034,2.780179;FF d'athlétisme;1;;1;;;;;;0;760;394;96;223;75;181;424;155
77034;77115;BLANDY;48.5683034,2.780179;FF de taekwondo et disciplines associées;2;;2;;;;;;0;760;394;96;223;75;181;424;155
77034;77115;BLANDY;48.5683034,2.780179;FF de tir;2;;1;1;;;;;0;760;394;96;223;75;181;424;155
77453;77115;SIVRY COURTRY;48.5279296,2.7516142;FF de la montagne et de l'escalade;1;;1;;;;;;0;1016;505;137;298;71;288;583;145
77453;77115;SIVRY COURTRY;48.5279296,2.7516142;FF d'éducation physique et de gymnastique volontaire;13;2;6;5;13;2;6;5;0;1016;505;137;298;71;288;583;145
77453;77115;SIVRY COURTRY;48.5279296,2.7516142;Fédération sportive des ASPTT;3;;3;;3;;3;;0;1016;505;137;298;71;288;583;145
77019;77118;BALLOY;48.3974,3.14726;FF de football;8;4;4;;1;;1;;0;331;171;44;84;44;83;170;78
77019;77118;BALLOY;48.3974,3.14726;FF de handball;1;;1;;1;;1;;0;331;171;44;84;44;83;170;78
77025;77118;BAZOCHES LES BRAY;48.398458,3.1884553;FF de tennis;26;13;12;1;4;2;2;;0;827;408;93;203;112;196;418;213
77025;77118;BAZOCHES LES BRAY;48.398458,3.1884553;FF du sport universitaire;1;;1;;1;;1;;0;827;408;93;203;112;196;418;213
77002;77120;AMILLIS;48.7410773,3.1284825;FF d'athlétisme;6;3;3;;4;2;2;;0;774;414;107;228;80;196;451;128
77002;77120;AMILLIS;48.7410773,3.1284825;FF de canoë-kayak;4;3;1;;;;;;0;774;414;107;228;80;196;451;128
77002;77120;AMILLIS;48.7410773,3.1284825;FF handisport;1;;1;;;;;;0;774;414;107;228;80;196;451;128
77013;77120;AULNOY;48.8411862,3.0956698;FF de volley-ball;2;2;;;2;2;;;0;386;202;54;112;36;103;221;62
77013;77120;AULNOY;48.8411862,3.0956698;FF de motocyclisme;1;;1;;;;;;0;386;202;54;112;36;103;221;62
77070;77120;CHAILLY EN BRIE;48.7892721,3.1242603;FF d'athlétisme;5;2;3;;1;;1;;0;1449;730;215;408;107;457;791;201
77070;77120;CHAILLY EN BRIE;48.7892721,3.1242603;FF de basketball;4;3;1;;2;2;;;0;1449;730;215;408;107;457;791;201
77070;77120;CHAILLY EN BRIE;48.7892721,3.1242603;FF de tir;6;2;3;1;;;;;0;1449;730;215;408;107;457;791;201
77070;77120;CHAILLY EN BRIE;48.7892721,3.1242603;FF de rugby;1;1;;;;;;;0;1449;730;215;408;107;457;791;201
77070;77120;CHAILLY EN BRIE;48.7892721,3.1242603;FF de vol à voile;1;1;;;;;;;0;1449;730;215;408;107;457;791;201
77070;77120;CHAILLY EN BRIE;48.7892721,3.1242603;F nationale du sport en milieu rural;3;2;1;;2;2;;;0;1449;730;215;408;107;457;791;201
77131;77120;COULOMMIERS;48.8094,3.09228;FF des sociétés d'aviron;1;;1;;1;;1;;0;14544;7669;1762;4085;1822;3610;7838;3097
77131;77120;COULOMMIERS;48.8094,3.09228;FF de canoë-kayak;9;3;5;1;5;1;3;1;0;14544;7669;1762;4085;1822;3610;7838;3097
77131;77120;COULOMMIERS;48.8094,3.09228;FF de ski;1;;1;;;;;;0;14544;7669;1762;4085;1822;3610;7838;3097
77131;77120;COULOMMIERS;48.8094,3.09228;FF de tir;17;2;10;5;;;;;0;14544;7669;1762;4085;1822;3610;7838;3097
77131;77120;COULOMMIERS;48.8094,3.09228;FF du sport automobile;5;;4;1;1;;1;;0;14544;7669;1762;4085;1822;3610;7838;3097
77131;77120;COULOMMIERS;48.8094,3.09228;FF de motocyclisme;6;1;5;;;;;;0;14544;7669;1762;4085;1822;3610;7838;3097
77131;77120;COULOMMIERS;48.8094,3.09228;FF de planeur ultra léger motorisé;2;;1;1;;;;;0;14544;7669;1762;4085;1822;3610;7838;3097
77131;77120;COULOMMIERS;48.8094,3.09228;FF des clubs alpins et de montagne;1;;;1;;;;;0;14544;7669;1762;4085;1822;3610;7838;3097
77206;77120;GIREMOUTIERS;48.842276,3.0280224;FF de badminton;3;;3;;1;;1;;0;146;80;18;43;19;34;77;35
77206;77120;GIREMOUTIERS;48.842276,3.0280224;FF de gymnastique;7;5;2;;2;1;1;;0;146;80;18;43;19;34;77;35
77206;77120;GIREMOUTIERS;48.842276,3.0280224;FF de handball;1;1;;;1;1;;;0;146;80;18;43;19;34;77;35
77278;77120;MAROLLES EN BRIE;48.7761644,3.162953;FF de football;13;6;7;;;;;;0;401;193;61;109;23;127;217;57
77278;77120;MAROLLES EN BRIE;48.7761644,3.162953;FF de natation;1;1;;;;;;;0;401;193;61;109;23;127;217;57
77278;77120;MAROLLES EN BRIE;48.7761644,3.162953;FF de volley-ball;3;2;2;;;;;;0;401;193;61;109;23;127;217;57
77278;77120;MAROLLES EN BRIE;48.7761644,3.162953;FF de golf;2;;2;;1;;1;;0;401;193;61;109;23;127;217;57
77281;77120;MAUPERTHUIS;48.7672,3.03673;FF de tir à l'arc;5;2;3;;2;1;1;;0;486;228;59;133;35;123;286;76
77320;77120;MOUROUX;48.8246018,3.0530883;FF d'athlétisme;22;15;7;;5;4;1;;0;4889;2464;671;1333;459;1432;2630;826
77320;77120;MOUROUX;48.8246018,3.0530883;FF de badminton;26;12;14;;11;6;5;;0;4889;2464;671;1333;459;1432;2630;826
77320;77120;MOUROUX;48.8246018,3.0530883;FF de boxe;1;;1;;;;;;0;4889;2464;671;1333;459;1432;2630;826
77320;77120;MOUROUX;48.8246018,3.0530883;FF de canoë-kayak;4;1;3;;1;1;;;0;4889;2464;671;1333;459;1432;2630;826
77320;77120;MOUROUX;48.8246018,3.0530883;FF de natation;28;22;6;;10;7;3;;0;4889;2464;671;1333;459;1432;2630;826
77320;77120;MOUROUX;48.8246018,3.0530883;FF de roller sports;3;;3;;1;;1;;0;4889;2464;671;1333;459;1432;2630;826
77433;77120;SAINTS;48.842636,3.029564;FF de tennis de table;1;1;;;;;;;0;1281;643;181;362;100;363;712;206
77309;77122;MONTHYON;49.0073614,2.8267759;FF de football;49;20;27;2;2;1;1;;0;1642;822;257;444;122;502;917;224
77309;77122;MONTHYON;49.0073614,2.8267759;FF de judo-jujitsu et disciplines associées;74;59;15;;23;18;5;;0;1642;822;257;444;122;502;917;224
77309;77122;MONTHYON;49.0073614,2.8267759;FF de tir;9;1;7;;2;1;1;;0;1642;822;257;444;122;502;917;224
77309;77122;MONTHYON;49.0073614,2.8267759;FF de rugby;2;2;;;;;;;0;1642;822;257;444;122;502;917;224
77309;77122;MONTHYON;49.0073614,2.8267759;FF handisport;1;;1;;;;;;0;1642;822;257;444;122;502;917;224
77339;77123;NOISY SUR ECOLE;48.3676417,2.5072908;FF du sport adapté;2;;2;;1;;1;;0;2012;998;257;534;208;527;1068;417
77471;77123;TOUSSON;48.3476959,2.4572873;FF de football;8;5;3;;;;;;0;367;178;46;97;35;94;213;60
77485;77123;LE VAUDOUE;48.3549785,2.5219523;FF d'athlétisme;3;1;2;;1;;1;;0;748;364;89;201;74;198;405;145
77485;77123;LE VAUDOUE;48.3549785,2.5219523;FF de gymnastique;1;;1;;;;;;0;748;364;89;201;74;198;405;145
77485;77123;LE VAUDOUE;48.3549785,2.5219523;FF de tennis;50;31;18;1;14;9;5;;0;748;364;89;201;74;198;405;145
77485;77123;LE VAUDOUE;48.3549785,2.5219523;FF de golf;22;2;11;9;11;1;5;5;0;748;364;89;201;74;198;405;145
77485;77123;LE VAUDOUE;48.3549785,2.5219523;FF de motocyclisme;1;;1;;;;;;0;748;364;89;201;74;198;405;145
77485;77123;LE VAUDOUE;48.3549785,2.5219523;FF d'éducation physique et de gymnastique volontaire;5;;4;1;5;;4;1;0;748;364;89;201;74;198;405;145
77143;77124;CREGY LES MEAUX;48.9779,2.87437;FF de lutte;6;3;2;;1;1;;;0;4292;2170;659;1273;239;1396;2457;440
77143;77124;CREGY LES MEAUX;48.9779,2.87437;FF de tir;1;;1;;;;;;0;4292;2170;659;1273;239;1396;2457;440
77143;77124;CREGY LES MEAUX;48.9779,2.87437;F nationale du sport en milieu rural;6;3;;3;4;2;;2;0;4292;2170;659;1273;239;1396;2457;440
77335;77124;CHAUCONIN NEUFMONTIERS;48.972355,2.8376066;FF de volley-ball;3;;3;;2;;2;;0;2720;985;315;533;136;661;1798;260
77335;77124;CHAUCONIN NEUFMONTIERS;48.972355,2.8376066;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);5;1;4;;3;;3;;0;2720;985;315;533;136;661;1798;260
77335;77124;CHAUCONIN NEUFMONTIERS;48.972355,2.8376066;FF de la retraite sportive;1;;;1;;;;;0;2720;985;315;533;136;661;1798;260
77335;77124;CHAUCONIN NEUFMONTIERS;48.972355,2.8376066;FF du sport universitaire;1;;1;;1;;1;;0;2720;985;315;533;136;661;1798;260
77358;77124;PENCHARD;48.9867533,2.8617917;FF de badminton;2;2;;;;;;;0;1037;502;131;274;97;300;548;189
77358;77124;PENCHARD;48.9867533,2.8617917;FF de gymnastique;7;5;;2;4;3;;1;0;1037;502;131;274;97;300;548;189
77358;77124;PENCHARD;48.9867533,2.8617917;FF d'altérophilie, musculation, force athlétique et culturisme;1;;1;;1;;1;;0;1037;502;131;274;97;300;548;189
77358;77124;PENCHARD;48.9867533,2.8617917;FF de tennis de table;3;2;1;;;;;;0;1037;502;131;274;97;300;548;189
77358;77124;PENCHARD;48.9867533,2.8617917;FF de motocyclisme;3;1;2;;;;;;0;1037;502;131;274;97;300;548;189
77358;77124;PENCHARD;48.9867533,2.8617917;FF de vol à voile;1;;1;;;;;;0;1037;502;131;274;97;300;548;189
77513;77124;VILLENOY;48.912124,2.8290171;FF de basketball;13;10;3;;6;5;1;;0;4153;2147;542;1290;315;1110;2451;592
77513;77124;VILLENOY;48.912124,2.8290171;FF d'escrime;7;5;2;;1;1;;;0;4153;2147;542;1290;315;1110;2451;592
77513;77124;VILLENOY;48.912124,2.8290171;FF d'altérophilie, musculation, force athlétique et culturisme;2;;2;;;;;;0;4153;2147;542;1290;315;1110;2451;592
77513;77124;VILLENOY;48.912124,2.8290171;FF de planeur ultra léger motorisé;2;;2;;1;;1;;0;4153;2147;542;1290;315;1110;2451;592
77513;77124;VILLENOY;48.912124,2.8290171;F nationale du sport en milieu rural;1;;1;;;;;;0;4153;2147;542;1290;315;1110;2451;592
77101;77126;CHATENAY SUR SEINE;48.4176813,3.0961472;FF de tir;3;1;2;;;;;;0;933;471;115;240;116;225;489;219
77101;77126;CHATENAY SUR SEINE;48.4176813,3.0961472;FF de vol à voile;1;;1;;;;;;0;933;471;115;240;116;225;489;219
77133;77126;COURCELLES EN BASSEE;48.4098473,3.0553685;FF d'escrime;1;1;;;1;1;;;0;228;118;34;56;28;58;116;54
77133;77126;COURCELLES EN BASSEE;48.4098473,3.0553685;FF de roller sports;1;1;;;;;;;0;228;118;34;56;28;58;116;54
77167;77126;EGLIGNY;48.4275923,3.1201798;FF de basketball;1;1;;;;;;;0;317;157;52;79;26;103;169;45
77167;77126;EGLIGNY;48.4275923,3.1201798;FF d'éducation physique et de gymnastique volontaire;2;;2;;2;;2;;0;317;157;52;79;26;103;169;45
77251;77127;LIEUSAINT;48.6324762,2.5509627;FF de badminton;151;74;77;;68;37;31;;0;10577;5366;1782;3326;258;3539;6578;460
77251;77127;LIEUSAINT;48.6324762,2.5509627;FF de motocyclisme;5;2;3;;;;;;0;10577;5366;1782;3326;258;3539;6578;460
77251;77127;LIEUSAINT;48.6324762,2.5509627;FF de vol à voile;4;1;3;;;;;;0;10577;5366;1782;3326;258;3539;6578;460
77251;77127;LIEUSAINT;48.6324762,2.5509627;FF handisport;1;;;1;;;;;0;10577;5366;1782;3326;258;3539;6578;460
77061;77130;CANNES ECLUSES;48.359721,3.089341;FF d'altérophilie, musculation, force athlétique et culturisme;1;;;1;1;;;1;0;2566;1281;284;671;326;589;1358;620
77161;77130;DORMELLES;48.3159943,2.8982344;F sportive et culturelle de France;1;1;;;1;1;;;0;882;429;101;231;97;221;474;187
77194;77130;FORGES;48.418692,2.967639;FF d'athlétisme;20;12;8;;9;5;4;;0;414;209;59;109;41;124;221;70
77194;77130;FORGES;48.418692,2.967639;FF de natation;1;1;;;;;;;0;414;209;59;109;41;124;221;70
77210;77130;LA GRANDE PAROISSE;48.386565,2.9035474;FF d'escrime;4;2;2;;1;;1;;0;2591;1325;332;670;323;638;1346;607
77210;77130;LA GRANDE PAROISSE;48.386565,2.9035474;FF de motocyclisme;4;1;2;1;;;;;0;2591;1325;332;670;323;638;1346;607
77210;77130;LA GRANDE PAROISSE;48.386565,2.9035474;FF de ski nautique;14;14;;;6;6;;;0;2591;1325;332;670;323;638;1346;607
77210;77130;LA GRANDE PAROISSE;48.386565,2.9035474;F sportive et culturelle de France;1;;1;;;;;;0;2591;1325;332;670;323;638;1346;607
77279;77130;MAROLLES SUR SEINE;48.3860562,3.0319111;FF de football;66;34;30;1;3;;3;;0;1600;792;217;408;168;458;816;326
77279;77130;MAROLLES SUR SEINE;48.3860562,3.0319111;FF de handball;13;6;7;;2;1;1;;0;1600;792;217;408;168;458;816;326
77279;77130;MAROLLES SUR SEINE;48.3860562,3.0319111;FF d'aïkido, d'aïkibudo et affinitaires;1;;1;;;;;;0;1600;792;217;408;168;458;816;326
77279;77130;MAROLLES SUR SEINE;48.3860562,3.0319111;FF du sport travailliste;5;3;2;;2;1;1;;0;1600;792;217;408;168;458;816;326
77305;77130;MONTEREAU FAUT YONNE;48.384734,2.956193;FF de golf;26;5;9;12;6;;2;4;1;16681;8769;2377;4391;2001;5084;8410;3186
77305;77130;MONTEREAU FAUT YONNE;48.384734,2.956193;FF de sports de contact et disciplines associées;45;39;5;1;7;6;1;;26;16681;8769;2377;4391;2001;5084;8410;3186
77305;77130;MONTEREAU FAUT YONNE;48.384734,2.956193;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);2;;2;;;;;;0;16681;8769;2377;4391;2001;5084;8410;3186
77409;77130;ST GERMAIN LAVAL;48.4007243,2.9903343;FF d'athlétisme;10;5;5;;4;1;3;;0;2773;1363;390;750;223;871;1445;458
77409;77130;ST GERMAIN LAVAL;48.4007243,2.9903343;FF de natation;9;5;4;;3;2;1;;0;2773;1363;390;750;223;871;1445;458
77409;77130;ST GERMAIN LAVAL;48.4007243,2.9903343;FF de pêche sportive au coup;1;;1;;;;;;0;2773;1363;390;750;223;871;1445;458
77409;77130;ST GERMAIN LAVAL;48.4007243,2.9903343;FF du sport travailliste;2;2;;;1;1;;;0;2773;1363;390;750;223;871;1445;458
77467;77130;LA TOMBE;48.38756,3.08915;FF de tennis;6;5;;1;5;4;;1;0;214;104;24;56;24;54;118;42
77467;77130;LA TOMBE;48.38756,3.08915;FF de tennis de table;1;;1;;;;;;0;214;104;24;56;24;54;118;42
77482;77130;VARENNES SUR SEINE;48.3766097,2.9301414;FF de boxe;11;6;5;;3;;3;;0;3355;1726;412;876;438;871;1693;791
77482;77130;VARENNES SUR SEINE;48.3766097,2.9301414;FF de tennis de table;2;1;1;;1;1;;;0;3355;1726;412;876;438;871;1693;791
77482;77130;VARENNES SUR SEINE;48.3766097,2.9301414;FF du sport automobile;1;;1;;;;;;0;3355;1726;412;876;438;871;1693;791
77482;77130;VARENNES SUR SEINE;48.3766097,2.9301414;Fédération sportive des ASPTT;2;;2;;2;;2;;0;3355;1726;412;876;438;871;1693;791
77516;77130;VILLE ST JACQUES;48.3427827,2.8948915;FF de badminton;2;;2;;1;;1;;0;720;352;83;200;68;174;412;133
77516;77130;VILLE ST JACQUES;48.3427827,2.8948915;FF de handball;3;2;1;;1;;1;;0;720;352;83;200;68;174;412;133
77516;77130;VILLE ST JACQUES;48.3427827,2.8948915;FF de tir à l'arc;3;;3;;;;;;0;720;352;83;200;68;174;412;133
77516;77130;VILLE ST JACQUES;48.3427827,2.8948915;FF de rugby;2;;2;;;;;;0;720;352;83;200;68;174;412;133
77360;77131;PEZARCHES;48.7371008,2.9924006;FF de handball;1;;1;;;;;;0;386;180;53;105;22;134;203;49
77360;77131;PEZARCHES;48.7371008,2.9924006;FF de tennis;3;3;;;1;1;;;0;386;180;53;105;22;134;203;49
77360;77131;PEZARCHES;48.7371008,2.9924006;FF de tir;2;;2;;1;;1;;0;386;180;53;105;22;134;203;49
77360;77131;PEZARCHES;48.7371008,2.9924006;FF d'éducation physique et de gymnastique volontaire;1;;;1;1;;;1;0;386;180;53;105;22;134;203;49
77179;77133;FERICY;48.4596035,2.8012128;FF de basketball;3;2;1;;1;;1;;0;593;313;94;167;52;181;321;91
77179;77133;FERICY;48.4596035,2.8012128;FF de judo-jujitsu et disciplines associées;7;5;2;;2;2;;;0;593;313;94;167;52;181;321;91
77179;77133;FERICY;48.4596035,2.8012128;FF de karaté et disciplines associées;3;2;1;;1;1;;;0;593;313;94;167;52;181;321;91
77266;77133;MACHAULT;48.4548718,2.8306549;FF de danse;2;;2;;1;;1;;0;722;345;95;202;49;209;433;82
77266;77133;MACHAULT;48.4548718,2.8306549;FF du sport universitaire;2;;2;;;;;;0;722;345;95;202;49;209;433;82
77347;77134;LES ORMES SUR VOULZIE;48.4645992,3.2252366;FF de tennis;14;7;7;;9;6;3;;0;830;447;93;193;162;187;389;255
77347;77134;LES ORMES SUR VOULZIE;48.4645992,3.2252366;FF de tennis de table;4;2;2;;1;1;;;0;830;447;93;193;162;187;389;255
77374;77135;PONTCARRE;48.797361,2.7045344;FF d'aéronautique;5;;2;2;;;;;0;2001;1019;283;552;184;558;1103;340
77374;77135;PONTCARRE;48.797361,2.7045344;FF de karaté et disciplines associées;22;13;9;;4;3;1;;0;2001;1019;283;552;184;558;1103;340
77265;77138;LUZANCY;48.973,3.18713;FF de natation;12;10;2;;6;6;;;0;1052;531;155;302;74;308;601;142
77265;77138;LUZANCY;48.973,3.18713;FF de tennis;26;19;6;1;4;1;3;;0;1052;531;155;302;74;308;601;142
77163;77139;DOUY LA RAMEE;49.0671475,2.8820102;FF de football;8;5;3;;;;;;0;290;137;44;74;19;99;154;38
77163;77139;DOUY LA RAMEE;49.0671475,2.8820102;FF de karaté et disciplines associées;2;1;1;;1;1;;;0;290;137;44;74;19;99;154;38
77173;77139;ETREPILLY;49.0855556,3.3397222;FF de danse;2;1;1;;2;1;1;;0;850;414;118;251;45;243;516;91
77173;77139;ETREPILLY;49.0855556,3.3397222;FF de karaté et disciplines associées;15;11;4;;7;6;1;;0;850;414;118;251;45;243;516;91
77526;77139;VINCY MANOEUVRE;49.0798574,2.9667949;FF de tennis;1;1;;;;;;;0;212;114;34;74;6;61;137;14
77526;77139;VINCY MANOEUVRE;49.0798574,2.9667949;FF de roller sports;1;;1;;;;;;0;212;114;34;74;6;61;137;14
77156;77140;DARVAULT;48.270741,2.7351364;FF de football;17;8;7;2;4;1;2;1;0;805;390;77;200;113;171;419;215
77156;77140;DARVAULT;48.270741,2.7351364;FF de natation;8;5;3;;4;4;;;0;805;390;77;200;113;171;419;215
77156;77140;DARVAULT;48.270741,2.7351364;FF de danse;4;1;3;;4;1;3;;0;805;390;77;200;113;171;419;215
77302;77140;MONTCOURT FROMONVILLE;48.3013046,2.7058118;FF de football;66;37;26;2;2;1;1;;0;2090;1061;270;559;231;536;1104;449
77302;77140;MONTCOURT FROMONVILLE;48.3013046,2.7058118;FF de judo-jujitsu et disciplines associées;34;27;6;1;6;3;3;;0;2090;1061;270;559;231;536;1104;449
77302;77140;MONTCOURT FROMONVILLE;48.3013046,2.7058118;FF de vol à voile;2;1;;1;;;;;0;2090;1061;270;559;231;536;1104;449
