code_insee;code_postal;commune;wgs84;federation;licences_en_2011;moins_de_20_ans;entre_20_et_60_ans;plus_de_60_ans;femmes;femmes_moins_de_20_ans;femmes_de_20_a_60_ans;femmes_plus_de_60_ans;licences_en_zone_urbaine_sensible_zus;population_totale_2010;population_femme;population_femmes_de_moins_de_20_ans;population_femme_de_20_a_60_ans;population_femme_de_plus_de_60_ans;population_de_moins_de_20_ans;population_de_20_a_60_ans;population_de_plus_de_60_ans
77264;77540;LUMIGNY NESLES ORMEAUX;48.737539,2.951462;FF de basketball;10;7;3;;5;4;1;;0;1515;765;206;446;113;425;877;213
77365;77540;LE PLESSIS FEU AUSSOUX;48.71594,3.033605;FF de football;17;8;9;;;;;;0;545;266;83;152;32;168;311;66
77365;77540;LE PLESSIS FEU AUSSOUX;48.71594,3.033605;FF de tennis;17;8;7;2;6;4;2;;0;545;266;83;152;32;168;311;66
77365;77540;LE PLESSIS FEU AUSSOUX;48.71594,3.033605;FF de golf;3;;1;2;1;;;1;0;545;266;83;152;32;168;311;66
77365;77540;LE PLESSIS FEU AUSSOUX;48.71594,3.033605;F nationale du sport en milieu rural;12;8;2;2;6;3;2;1;0;545;266;83;152;32;168;311;66
77393;77540;ROZAY EN BRIE;48.6848,2.96346;FF de boxe;1;;1;;;;;;0;2741;1406;344;747;315;719;1508;513
77393;77540;ROZAY EN BRIE;48.6848,2.96346;FF de la montagne et de l'escalade;1;;1;;;;;;0;2741;1406;344;747;315;719;1508;513
77527;77540;VOINSLES;48.6909608,3.003678;FF de sports de contact et disciplines associées;1;;1;;;;;;0;576;288;102;148;37;194;318;64
77252;77550;LIMOGES FOURCHES;48.631311,2.6636285;FF de danse;6;6;;;6;6;;;0;475;244;98;127;20;177;259;40
77252;77550;LIMOGES FOURCHES;48.631311,2.6636285;FF de motocyclisme;1;1;;;;;;;0;475;244;98;127;20;177;259;40
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF des sociétés d'aviron;4;;4;;2;;2;;0;17272;8640;2720;5131;789;5705;10120;1446
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF de gymnastique;22;16;6;;15;12;3;;0;17272;8640;2720;5131;789;5705;10120;1446
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF de natation;163;119;44;;101;70;31;;0;17272;8640;2720;5131;789;5705;10120;1446
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF d'aïkido, d'aïkibudo et affinitaires;1;;1;;;;;;0;17272;8640;2720;5131;789;5705;10120;1446
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF du sport automobile;4;;4;;;;;;0;17272;8640;2720;5131;789;5705;10120;1446
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF de bowling et de sports de quilles;1;;;1;;;;;0;17272;8640;2720;5131;789;5705;10120;1446
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF de sauvetage et secourisme;4;1;3;;1;;1;;0;17272;8640;2720;5131;789;5705;10120;1446
77296;77550;MOISSY CRAMAYEL;48.6270443,2.5957717;FF handisport;7;;6;1;1;;1;;0;17272;8640;2720;5131;789;5705;10120;1446
77384;77550;REAU;48.610231,2.6235754;FF de sports de contact et disciplines associées;3;2;1;;1;;1;;0;1096;566;165;302;98;312;613;170
77384;77550;REAU;48.610231,2.6235754;FF de baseball et softball;1;;1;;1;;1;;0;1096;566;165;302;98;312;613;170
77012;77560;AUGERS EN BRIE;48.6794001,3.3563008;FF de canoë-kayak;2;;2;;1;;1;;0;304;135;33;78;24;94;163;47
77026;77560;BEAUCHERY ST MARTIN;48.6162572,3.4029092;FF de sauvetage et secourisme;1;1;;;;;;;0;410;202;65;109;28;135;225;50
77134;77560;COURCHAMP;48.6364093,3.2868123;FF de triathlon;1;;1;;;;;;0;152;74;19;41;14;44;79;28
77137;77560;COURTACON;48.6975843,3.2930632;FF de basketball;1;;1;;;;;;0;198;90;21;45;24;49;101;47
77262;77560;LOUAN VILLEGRUIS FONTAINE;48.61005435,3.48669114709818;FF de tir;1;;;1;;;;;0;514;256;83;119;54;152;246;116
77262;77560;LOUAN VILLEGRUIS FONTAINE;48.61005435,3.48669114709818;FF d'éducation physique et de gymnastique volontaire;2;;;2;2;;;2;0;514;256;83;119;54;152;246;116
77396;77560;RUPEREUX;48.6361249,3.331281;FF de basketball;1;1;;;;;;;0;103;48;11;27;10;27;55;20
77519;77560;VILLIERS ST GEORGES;48.6499714,3.406422;FF d'aïkido, d'aïkibudo et affinitaires;1;;1;;;;;;0;1213;599;145;283;171;362;553;298
77530;77560;VOULTON;48.6175233,3.3342597;FF de rugby;1;1;;;;;;;0;304;160;43;78;38;76;153;74
77011;77570;AUFFERVILLE;48.2147269,2.6098629;FF de badminton;3;;3;;;;;;0;551;268;83;147;38;155;314;82
77011;77570;AUFFERVILLE;48.2147269,2.6098629;FF de gymnastique;8;5;3;;6;4;2;;0;551;268;83;147;38;155;314;82
77011;77570;AUFFERVILLE;48.2147269,2.6098629;FF de danse;2;2;;;2;2;;;0;551;268;83;147;38;155;314;82
77011;77570;AUFFERVILLE;48.2147269,2.6098629;FF de sauvetage et secourisme;1;;1;;1;;1;;0;551;268;83;147;38;155;314;82
77045;77570;BOUGLIGNY;48.1942781,2.6577077;FF de badminton;5;3;2;;3;2;1;;0;721;360;98;192;70;185;404;132
77045;77570;BOUGLIGNY;48.1942781,2.6577077;FF de tennis;14;8;6;;8;3;5;;0;721;360;98;192;70;185;404;132
77045;77570;BOUGLIGNY;48.1942781,2.6577077;FF de karaté et disciplines associées;5;5;;;3;3;;;0;721;360;98;192;70;185;404;132
77045;77570;BOUGLIGNY;48.1942781,2.6577077;FF de roller sports;3;1;2;;2;1;1;;0;721;360;98;192;70;185;404;132
77099;77570;CHATEAU LANDON;48.1501591,2.7006781;FF de natation;3;3;;;3;3;;;0;3112;1618;345;736;537;732;1461;919
77099;77570;CHATEAU LANDON;48.1501591,2.7006781;FF de motocyclisme;1;;1;;;;;;0;3112;1618;345;736;537;732;1461;919
77110;77570;CHENOU;48.1658914,2.6602826;FF de judo-jujitsu et disciplines associées;2;;;2;1;;;1;0;302;153;36;77;40;62;159;81
77110;77570;CHENOU;48.1658914,2.6602826;FF d'aïkido, d'aïkibudo et affinitaires;2;1;1;;;;;;0;302;153;36;77;40;62;159;81
77110;77570;CHENOU;48.1658914,2.6602826;FF de sauvetage et secourisme;1;;1;;;;;;0;302;153;36;77;40;62;159;81
77267;77570;LA MADELEINE SUR LOING;48.2053152,2.7026338;FF de gymnastique;7;7;;;6;6;;;0;337;170;45;84;41;84;175;77
77267;77570;LA MADELEINE SUR LOING;48.2053152,2.7026338;FF de ski nautique;1;1;;;;;;;0;337;170;45;84;41;84;175;77
77271;77570;MAISONCELLES EN GATINAIS;48.1874118,2.626637;FF de roller sports;1;1;;;1;1;;;0;138;65;15;34;15;34;75;28
77297;77570;MONDREVILLE;48.1435271,2.6112647;FF de tir;6;3;3;;1;1;;;0;364;182;57;94;32;109;190;66
77297;77570;MONDREVILLE;48.1435271,2.6112647;FF de planeur ultra léger motorisé;1;;1;;;;;;0;364;182;57;94;32;109;190;66
77047;77580;BOULEURS;48.88019,2.907062;FF de handball;2;2;;;;;;;0;1441;717;220;393;104;449;798;194
77047;77580;BOULEURS;48.88019,2.907062;FF de ski nautique;3;2;1;;;;;;0;1441;717;220;393;104;449;798;194
77130;77580;COULOMMES;48.8915633,2.9300013;FF de roller sports;1;;1;;1;;1;;0;402;199;55;116;28;120;226;56
77141;77580;COUTEVROULT;48.8553791,2.8590274;FF de golf;4;;4;;1;;1;;0;974;487;155;287;45;306;580;88
77141;77580;COUTEVROULT;48.8553791,2.8590274;FF de planeur ultra léger motorisé;1;;;1;;;;;0;974;487;155;287;45;306;580;88
77142;77580;CRECY LA CHAPELLE;48.855313,2.9338418;FF d'aéromodélisme;1;;1;;;;;;0;4225;2168;512;1236;420;1073;2445;707
77142;77580;CRECY LA CHAPELLE;48.855313,2.9338418;FF d'aïkido, d'aïkibudo et affinitaires;3;1;2;;;;;;0;4225;2168;512;1236;420;1073;2445;707
77142;77580;CRECY LA CHAPELLE;48.855313,2.9338418;FF de vol libre;3;;3;;;;;;0;4225;2168;512;1236;420;1073;2445;707
77142;77580;CRECY LA CHAPELLE;48.855313,2.9338418;FF de sports de contact et disciplines associées;2;;2;;;;;;0;4225;2168;512;1236;420;1073;2445;707
77142;77580;CRECY LA CHAPELLE;48.855313,2.9338418;FF du sport travailliste;6;3;3;;3;2;1;;0;4225;2168;512;1236;420;1073;2445;707
77142;77580;CRECY LA CHAPELLE;48.855313,2.9338418;Union nationale du sport scolaire (UNSS);310;310;;;154;154;;;0;4225;2168;512;1236;420;1073;2445;707
77219;77580;GUERARD;48.8237763,2.9569103;FF de judo-jujitsu et disciplines associées;24;19;5;;1;1;;;0;2251;1110;298;599;213;625;1235;391
77219;77580;GUERARD;48.8237763,2.9569103;FF de natation;7;6;1;;3;2;1;;0;2251;1110;298;599;213;625;1235;391
77219;77580;GUERARD;48.8237763,2.9569103;FF d'aéronautique;6;1;5;;1;;1;;0;2251;1110;298;599;213;625;1235;391
77219;77580;GUERARD;48.8237763,2.9569103;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);3;1;2;;3;1;2;;0;2251;1110;298;599;213;625;1235;391
77225;77580;LA HAUTE MAISON;48.8841197,2.9981086;FF de gymnastique;2;1;1;;2;1;1;;0;355;159;50;84;25;127;175;53
77225;77580;LA HAUTE MAISON;48.8841197,2.9981086;FF de tennis;4;1;3;;2;1;1;;0;355;159;50;84;25;127;175;53
77270;77580;MAISONCELLES EN BRIE;48.8616427,2.9877138;FF de badminton;2;;2;;;;;;0;852;433;102;212;119;235;436;181
77270;77580;MAISONCELLES EN BRIE;48.8616427,2.9877138;FF de football;21;7;14;;;;;;0;852;433;102;212;119;235;436;181
77270;77580;MAISONCELLES EN BRIE;48.8616427,2.9877138;FF de gymnastique;4;4;;;3;3;;;0;852;433;102;212;119;235;436;181
77270;77580;MAISONCELLES EN BRIE;48.8616427,2.9877138;FF de judo-jujitsu et disciplines associées;13;7;3;3;3;1;2;;0;852;433;102;212;119;235;436;181
77270;77580;MAISONCELLES EN BRIE;48.8616427,2.9877138;FF d'aéromodélisme;1;;1;;;;;;0;852;433;102;212;119;235;436;181
77270;77580;MAISONCELLES EN BRIE;48.8616427,2.9877138;FF de motocyclisme;8;2;6;;1;;1;;0;852;433;102;212;119;235;436;181
77270;77580;MAISONCELLES EN BRIE;48.8616427,2.9877138;FF de vol à voile;1;;1;;;;;;0;852;433;102;212;119;235;436;181
77443;77580;SANCY;48.6950659,3.3945284;FF de gymnastique;1;1;;;1;1;;;0;384;199;67;114;18;134;216;34
77443;77580;SANCY;48.6950659,3.3945284;FF de handball;1;1;;;;;;;0;384;199;67;114;18;134;216;34
77443;77580;SANCY;48.6950659,3.3945284;FF de judo-jujitsu et disciplines associées;2;1;1;;;;;;0;384;199;67;114;18;134;216;34
77443;77580;SANCY;48.6950659,3.3945284;FF d'aéronautique;1;1;;;;;;;0;384;199;67;114;18;134;216;34
77443;77580;SANCY;48.6950659,3.3945284;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);1;;1;;1;;1;;0;384;199;67;114;18;134;216;34
77484;77580;VAUCOURTOIS;48.8959598,2.9519736;FF de handball;1;1;;;;;;;0;209;110;40;54;16;69;105;35
77521;77580;VILLIERS SUR MORIN;48.8593819,2.8795901;FF de judo-jujitsu et disciplines associées;19;14;5;;4;3;1;;0;1849;919;276;506;137;559;1027;263
77529;77580;VOULANGIS;48.8510732,2.8928314;FF de handball;5;5;;;3;3;;;0;1537;775;237;424;113;474;843;219
77529;77580;VOULANGIS;48.8510732,2.8928314;FF de tennis de table;3;1;2;;;;;;0;1537;775;237;424;113;474;843;219
77037;77590;BOIS LE ROI;48.474568,2.692292;FF de gymnastique;11;8;3;;6;4;2;;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF de judo-jujitsu et disciplines associées;65;44;17;4;12;7;5;;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF de natation;10;7;3;;1;;1;;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF de triathlon;7;2;5;;;;;;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF d'aéromodélisme;4;2;2;;;;;;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF de danse;4;;1;3;2;;1;1;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF de sauvetage et secourisme;4;;4;;2;;2;;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF des clubs alpins et de montagne;21;3;14;4;10;2;7;1;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;FF d'éducation physique et de gymnastique volontaire;142;40;59;43;126;39;53;34;0;5650;2861;668;1489;704;1435;2923;1292
77037;77590;BOIS LE ROI;48.474568,2.692292;F sportive et culturelle de France;13;11;2;;13;11;2;;0;5650;2861;668;1489;704;1435;2923;1292
77096;77590;CHARTRETTES;48.4947002,2.7136822;FF de planeur ultra léger motorisé;1;;;1;;;;;0;2556;1333;318;706;308;611;1399;545
77188;77590;FONTAINE LE PORT;48.487818,2.7637665;FF de badminton;2;;2;;1;;1;;0;938;466;101;249;116;213;488;238
77188;77590;FONTAINE LE PORT;48.487818,2.7637665;FF de basketball;15;11;3;1;4;3;1;;0;938;466;101;249;116;213;488;238
77188;77590;FONTAINE LE PORT;48.487818,2.7637665;FF de football;11;6;5;;;;;;0;938;466;101;249;116;213;488;238
77188;77590;FONTAINE LE PORT;48.487818,2.7637665;FF de natation;5;4;1;;2;2;;;0;938;466;101;249;116;213;488;238
77188;77590;FONTAINE LE PORT;48.487818,2.7637665;FF de golf;17;3;7;7;3;;1;2;0;938;466;101;249;116;213;488;238
77188;77590;FONTAINE LE PORT;48.487818,2.7637665;FF de planeur ultra léger motorisé;1;;1;;;;;;0;938;466;101;249;116;213;488;238
77058;77600;BUSSY ST GEORGES;48.8421836,2.7073493;FF de golf;465;96;307;62;104;22;66;16;0;23341;11785;3715;7326;744;7576;14443;1323
77058;77600;BUSSY ST GEORGES;48.8421836,2.7073493;FF d'aïkido, d'aïkibudo et affinitaires;1;;1;;;;;;0;23341;11785;3715;7326;744;7576;14443;1323
77058;77600;BUSSY ST GEORGES;48.8421836,2.7073493;FF de ski nautique;6;4;2;;1;1;;;0;23341;11785;3715;7326;744;7576;14443;1323
77058;77600;BUSSY ST GEORGES;48.8421836,2.7073493;FF handisport;3;;3;;;;;;0;23341;11785;3715;7326;744;7576;14443;1323
77059;77600;BUSSY ST MARTIN;48.8485248,2.6921301;FF de gymnastique;12;9;3;;8;5;3;;0;724;340;77;212;51;201;420;103
77059;77600;BUSSY ST MARTIN;48.8485248,2.6921301;FF de judo-jujitsu et disciplines associées;9;5;4;;1;1;;;0;724;340;77;212;51;201;420;103
77059;77600;BUSSY ST MARTIN;48.8485248,2.6921301;FF de tennis;15;7;6;2;1;;;1;0;724;340;77;212;51;201;420;103
77085;77600;CHANTELOUP EN BRIE;48.8555777,2.7395512;FF de natation;13;12;1;;9;9;;;0;2121;1083;312;626;145;653;1208;260
77085;77600;CHANTELOUP EN BRIE;48.8555777,2.7395512;FF de tir à l'arc;5;1;3;1;1;;1;;0;2121;1083;312;626;145;653;1208;260
77085;77600;CHANTELOUP EN BRIE;48.8555777,2.7395512;FF du sport automobile;4;1;3;;;;;;0;2121;1083;312;626;145;653;1208;260
77085;77600;CHANTELOUP EN BRIE;48.8555777,2.7395512;FF de bowling et de sports de quilles;1;;1;;;;;;0;2121;1083;312;626;145;653;1208;260
77085;77600;CHANTELOUP EN BRIE;48.8555777,2.7395512;FF de motocyclisme;1;;1;;;;;;0;2121;1083;312;626;145;653;1208;260
77085;77600;CHANTELOUP EN BRIE;48.8555777,2.7395512;FF de ski nautique;3;2;1;;1;1;;;0;2121;1083;312;626;145;653;1208;260
77085;77600;CHANTELOUP EN BRIE;48.8555777,2.7395512;FF du sport travailliste;1;1;;;;;;;0;2121;1083;312;626;145;653;1208;260
77124;77600;CONCHES SUR GONDOIRE;48.8543635,2.7219163;FF d'athlétisme;9;6;3;;6;4;2;;0;1740;877;188;455;235;417;894;429
77124;77600;CONCHES SUR GONDOIRE;48.8543635,2.7219163;FF de football;21;10;11;;;;;;0;1740;877;188;455;235;417;894;429
77124;77600;CONCHES SUR GONDOIRE;48.8543635,2.7219163;FF de golf;43;7;19;17;8;1;4;3;0;1740;877;188;455;235;417;894;429
77124;77600;CONCHES SUR GONDOIRE;48.8543635,2.7219163;FF de danse;4;2;2;;4;2;2;;0;1740;877;188;455;235;417;894;429
77124;77600;CONCHES SUR GONDOIRE;48.8543635,2.7219163;FF de sports de contact et disciplines associées;1;1;;;;;;;0;1740;877;188;455;235;417;894;429
77221;77600;GUERMANTES;48.8524488,2.7101534;FF de natation;9;6;3;;3;1;2;;0;1243;628;162;390;77;329;787;128
77221;77600;GUERMANTES;48.8524488,2.7101534;FF de vol à voile;1;;1;;;;;;0;1243;628;162;390;77;329;787;128
77221;77600;GUERMANTES;48.8524488,2.7101534;FF du sport universitaire;1;;1;;;;;;0;1243;628;162;390;77;329;787;128
77091;77610;LES CHAPELLES BOURBON;48.7409307,2.8397868;FF de football;8;3;5;;;;;;0;421;219;79;124;15;132;247;41
77192;77610;FONTENAY TRESIGNY;48.7100369,2.8722456;FF de rugby;6;3;3;;;;;;0;5135;2617;716;1415;485;1417;2845;872
77192;77610;FONTENAY TRESIGNY;48.7100369,2.8722456;FF de danse;4;2;2;;3;2;1;;0;5135;2617;716;1415;485;1417;2845;872
77229;77610;LA HOUSSAYE EN BRIE;48.7537003,2.8751466;FF de baseball et softball;1;1;;;;;;;0;1609;787;213;462;112;453;941;216
77229;77610;LA HOUSSAYE EN BRIE;48.7537003,2.8751466;Fédération sportive des ASPTT;4;;4;;2;;2;;0;1609;787;213;462;112;453;941;216
77277;77610;MARLES EN BRIE;48.7278063,2.8782706;FF de golf;4;;3;1;1;;1;;0;1433;709;208;393;108;434;793;205
77336;77610;NEUFMOUTIERS EN BRIE;48.7747207,2.8268273;FF d'altérophilie, musculation, force athlétique et culturisme;1;;1;;1;;1;;0;999;509;182;289;38;348;578;73
77168;77620;EGREVILLE;48.1758188,2.8738344;FF de gymnastique;7;7;;;3;3;;;0;2200;1089;291;570;228;648;1140;412
77168;77620;EGREVILLE;48.1758188,2.8738344;FF de golf;6;;2;4;1;;;1;0;2200;1089;291;570;228;648;1140;412
77168;77620;EGREVILLE;48.1758188,2.8738344;FF d'éducation physique et de gymnastique volontaire;1;;1;;1;;1;;0;2200;1089;291;570;228;648;1140;412
77006;77630;ARBONNE LA FORET;48.4123357,2.5667447;FF d'escrime;5;4;1;;3;2;1;;0;1024;519;110;256;152;255;519;249
77006;77630;ARBONNE LA FORET;48.4123357,2.5667447;FF de bowling et de sports de quilles;1;;;1;;;;;0;1024;519;110;256;152;255;519;249
77006;77630;ARBONNE LA FORET;48.4123357,2.5667447;FF de danse;2;;2;;1;;1;;0;1024;519;110;256;152;255;519;249
77022;77630;BARBIZON;48.4447386,2.6064391;FF de basketball;2;1;1;;;;;;0;1346;672;156;327;189;336;640;370
77022;77630;BARBIZON;48.4447386,2.6064391;FF de natation;6;5;1;;4;4;;;0;1346;672;156;327;189;336;640;370
77022;77630;BARBIZON;48.4447386,2.6064391;FF d'aéronautique;8;2;5;1;2;1;1;;0;1346;672;156;327;189;336;640;370
77425;77630;ST MARTIN EN BIERE;48.4365165,2.568725;FF des clubs alpins et de montagne;1;;;1;;;;;0;807;412;101;219;92;206;427;174
77238;77640;JOUARRE;48.9047,3.1158;FF de boxe;27;16;11;;3;1;2;;0;4188;2144;567;1086;491;1192;2159;837
77238;77640;JOUARRE;48.9047,3.1158;FF d'escrime;1;1;;;1;1;;;0;4188;2144;567;1086;491;1192;2159;837
77238;77640;JOUARRE;48.9047,3.1158;FF d'éducation physique et de gymnastique volontaire;31;1;25;5;29;1;24;4;0;4188;2144;567;1086;491;1192;2159;837
77451;77640;SIGNY SIGNETS;48.9274649,3.0685381;FF de tennis;7;6;1;;1;;1;;0;602;304;83;153;69;163;321;118
77404;77650;STE COLOMBE;48.528717,3.257106;FF de basketball;6;6;;;1;1;;;0;1769;894;216;481;197;436;964;369
77404;77650;STE COLOMBE;48.528717,3.257106;FF de football;42;24;17;1;3;3;;;0;1769;894;216;481;197;436;964;369
77404;77650;STE COLOMBE;48.528717,3.257106;FF de tennis de table;1;;1;;;;;;0;1769;894;216;481;197;436;964;369
77404;77650;STE COLOMBE;48.528717,3.257106;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);4;;4;;3;;3;;0;1769;894;216;481;197;436;964;369
77418;77650;ST LOUP DE NAUD;48.5333277,3.2262966;FF d'athlétisme;2;;2;;;;;;0;894;452;124;240;88;243;496;156
77446;77650;SAVINS;48.5113958,3.2008947;FF de football;7;4;3;;;;;;0;630;314;85;174;55;181;349;100
77446;77650;SAVINS;48.5113958,3.2008947;FF de judo-jujitsu et disciplines associées;5;4;1;;;;;;0;630;314;85;174;55;181;349;100
77446;77650;SAVINS;48.5113958,3.2008947;FF de tennis;7;5;2;;3;2;1;;0;630;314;85;174;55;181;349;100
77446;77650;SAVINS;48.5113958,3.2008947;FF de tir à l'arc;1;;1;;;;;;0;630;314;85;174;55;181;349;100
77446;77650;SAVINS;48.5113958,3.2008947;FF de rugby;2;;2;;;;;;0;630;314;85;174;55;181;349;100
77456;77650;SOISY BOUY;48.5082215,3.2905258;F nationale du sport en milieu rural;11;1;8;2;10;1;7;2;0;805;391;88;222;81;202;451;152
77084;77660;CHANGIS SUR MARNE;48.9569196,3.0180515;FF de tir;5;2;2;1;;;;;0;1062;544;141;300;103;289;584;190
77415;77660;ST JEAN LES DEUX JUMEAUX;48.952772,3.0172246;FF d'athlétisme;3;2;1;;2;1;1;;0;1107;564;151;316;97;293;632;182
77415;77660;ST JEAN LES DEUX JUMEAUX;48.952772,3.0172246;FF de lutte;1;1;;;;;;;0;1107;564;151;316;97;293;632;182
77415;77660;ST JEAN LES DEUX JUMEAUX;48.952772,3.0172246;FF de rugby;5;2;3;;;;;;0;1107;564;151;316;97;293;632;182
77419;77670;ST MAMMES;48.3887016,2.807564;FF des sociétés d'aviron;2;;2;;2;;2;;0;3179;1621;388;847;386;757;1715;707
77419;77670;ST MAMMES;48.3887016,2.807564;FF de football;85;27;53;4;5;;5;;0;3179;1621;388;847;386;757;1715;707
77419;77670;ST MAMMES;48.3887016,2.807564;FF de triathlon;1;;1;;;;;;0;3179;1621;388;847;386;757;1715;707
77419;77670;ST MAMMES;48.3887016,2.807564;FF de volley-ball;3;2;2;;;;;;0;3179;1621;388;847;386;757;1715;707
77494;77670;VERNOU LA CELLE SUR SEINE;48.3874447,2.8445009;FF de handball;5;3;2;;1;;1;;0;2652;1324;361;769;194;749;1542;361
77494;77670;VERNOU LA CELLE SUR SEINE;48.3874447,2.8445009;FF de danse;1;;1;;1;;1;;0;2652;1324;361;769;194;749;1542;361
77494;77670;VERNOU LA CELLE SUR SEINE;48.3874447,2.8445009;FF d'éducation physique et de gymnastique volontaire;6;2;2;2;6;2;2;2;0;2652;1324;361;769;194;749;1542;361
77494;77670;VERNOU LA CELLE SUR SEINE;48.3874447,2.8445009;FF du sport travailliste;1;;1;;;;;;0;2652;1324;361;769;194;749;1542;361
77494;77670;VERNOU LA CELLE SUR SEINE;48.3874447,2.8445009;F sportive et culturelle de France;1;1;;;1;1;;;0;2652;1324;361;769;194;749;1542;361
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF des sociétés d'aviron;1;;1;;;;;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF des sports de glace;1;1;;;1;1;;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF de natation;114;101;12;1;52;47;5;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF des sports de billard;6;1;4;1;1;;1;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF de bowling et de sports de quilles;6;;6;;1;;1;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF de danse;19;;14;5;17;;12;5;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF de roller sports;101;80;21;;36;25;11;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF de ski nautique;7;5;2;;4;3;1;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;FF Maccabi;1;1;;;;;;;0;22321;11316;3268;6519;1529;6849;12692;2780
77390;77680;ROISSY EN BRIE;48.7909,2.66082;Fédération sportive des ASPTT;6;1;4;1;2;;2;;0;22321;11316;3268;6519;1529;6849;12692;2780
77312;77690;MONTIGNY SUR LOING;48.3405032,2.757804;FF de tennis;121;78;32;11;34;21;9;4;0;2791;1418;313;789;317;655;1543;594
77312;77690;MONTIGNY SUR LOING;48.3405032,2.757804;FF du sport adapté;1;1;;;;;;;0;2791;1418;313;789;317;655;1543;594
77018;77700;BAILLY ROMAINVILLIERS;48.8468159,2.8212923;FF de football;291;177;113;1;9;3;6;;0;6516;3320;1159;1999;162;2335;3894;288
77018;77700;BAILLY ROMAINVILLIERS;48.8468159,2.8212923;FF de bowling et de sports de quilles;1;;1;;;;;;0;6516;3320;1159;1999;162;2335;3894;288
77018;77700;BAILLY ROMAINVILLIERS;48.8468159,2.8212923;FF de vol à voile;1;;1;;;;;;0;6516;3320;1159;1999;162;2335;3894;288
77018;77700;BAILLY ROMAINVILLIERS;48.8468159,2.8212923;FF de vol libre;15;6;9;;3;;3;;0;6516;3320;1159;1999;162;2335;3894;288
77018;77700;BAILLY ROMAINVILLIERS;48.8468159,2.8212923;FF d'éducation physique et de gymnastique volontaire;38;33;4;1;33;28;4;1;0;6516;3320;1159;1999;162;2335;3894;288
77111;77700;CHESSY;48.8702676,2.7829566;FF de hockey;2;;2;;;;;;0;4298;2136;625;1339;172;1313;2672;314
77111;77700;CHESSY;48.8702676,2.7829566;FF de taekwondo et disciplines associées;2;2;;;1;1;;;0;4298;2136;625;1339;172;1313;2672;314
77111;77700;CHESSY;48.8702676,2.7829566;FF de volley-ball;28;5;23;;5;2;3;;0;4298;2136;625;1339;172;1313;2672;314
77132;77700;COUPVRAY;48.8919254,2.7942557;FF de golf;28;1;16;11;6;1;3;2;0;2705;1385;355;777;254;696;1525;485
77132;77700;COUPVRAY;48.8919254,2.7942557;FF de la montagne et de l'escalade;6;2;4;;;;;;0;2705;1385;355;777;254;696;1525;485
77268;77700;MAGNY LE HONGRE;48.8631156,2.8135257;FF de boxe;3;2;1;;;;;;0;5918;3040;995;1918;126;1970;3692;255
77268;77700;MAGNY LE HONGRE;48.8631156,2.8135257;FF de triathlon;7;;7;;;;;;0;5918;3040;995;1918;126;1970;3692;255
77268;77700;MAGNY LE HONGRE;48.8631156,2.8135257;FF de golf;140;42;88;10;46;18;25;3;0;5918;3040;995;1918;126;1970;3692;255
