code_insee;code_postal;commune;wgs84;federation;licences_en_2011;moins_de_20_ans;entre_20_et_60_ans;plus_de_60_ans;femmes;femmes_moins_de_20_ans;femmes_de_20_a_60_ans;femmes_plus_de_60_ans;licences_en_zone_urbaine_sensible_zus;population_totale_2010;population_femme;population_femmes_de_moins_de_20_ans;population_femme_de_20_a_60_ans;population_femme_de_plus_de_60_ans;population_de_moins_de_20_ans;population_de_20_a_60_ans;population_de_plus_de_60_ans
91021;91290;ARPAJON;48.5902058,2.2478363;FF de tir;30;;20;10;5;;4;1;0;10574;5409;1243;3027;1139;2544;6020;2009
91021;91290;ARPAJON;48.5902058,2.2478363;FF d'aéronautique;6;;5;1;;;;;0;10574;5409;1243;3027;1139;2544;6020;2009
91021;91290;ARPAJON;48.5902058,2.2478363;FF de la course d'orientation;1;;1;;;;;;0;10574;5409;1243;3027;1139;2544;6020;2009
91021;91290;ARPAJON;48.5902058,2.2478363;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);3;;3;;2;;2;;0;10574;5409;1243;3027;1139;2544;6020;2009
91021;91290;ARPAJON;48.5902058,2.2478363;Union nationale du sport scolaire (UNSS);548;544;4;;142;142;;;0;10574;5409;1243;3027;1139;2544;6020;2009
91457;91290;LA NORVILLE;48.5856753,2.2583893;FF d'athlétisme;41;23;13;5;12;7;5;;0;4075;2045;476;1171;398;1037;2294;744
91457;91290;LA NORVILLE;48.5856753,2.2583893;FF de badminton;21;12;9;;8;5;3;;0;4075;2045;476;1171;398;1037;2294;744
91457;91290;LA NORVILLE;48.5856753,2.2583893;FF de tennis de table;10;5;5;;;;;;0;4075;2045;476;1171;398;1037;2294;744
91457;91290;LA NORVILLE;48.5856753,2.2583893;FF de volley-ball;3;;3;;;;;;0;4075;2045;476;1171;398;1037;2294;744
91457;91290;LA NORVILLE;48.5856753,2.2583893;FF de danse;46;4;36;6;27;4;20;3;0;4075;2045;476;1171;398;1037;2294;744
91457;91290;LA NORVILLE;48.5856753,2.2583893;FF d'éducation physique et de gymnastique volontaire;137;16;88;33;126;9;87;30;0;4075;2045;476;1171;398;1037;2294;744
91457;91290;LA NORVILLE;48.5856753,2.2583893;FF handisport;1;;1;;1;;1;;0;4075;2045;476;1171;398;1037;2294;744
91461;91290;OLLAINVILLE;48.5905536,2.2168133;FF de football;142;87;53;2;2;2;;;0;4550;2173;646;1210;316;1296;2650;603
91461;91290;OLLAINVILLE;48.5905536,2.2168133;FF de volley-ball;2;;2;;2;;2;;0;4550;2173;646;1210;316;1296;2650;603
91461;91290;OLLAINVILLE;48.5905536,2.2168133;FF des sports de billard;4;;;4;;;;;0;4550;2173;646;1210;316;1296;2650;603
91461;91290;OLLAINVILLE;48.5905536,2.2168133;FF de bowling et de sports de quilles;2;;2;;;;;;0;4550;2173;646;1210;316;1296;2650;603
91461;91290;OLLAINVILLE;48.5905536,2.2168133;FF de planeur ultra léger motorisé;4;;2;2;;;;;0;4550;2173;646;1210;316;1296;2650;603
91461;91290;OLLAINVILLE;48.5905536,2.2168133;FF de sports de contact et disciplines associées;3;1;2;;;;;;0;4550;2173;646;1210;316;1296;2650;603
91461;91290;OLLAINVILLE;48.5905536,2.2168133;FF pour l'entrainement physique dans le monde moderne - Sports pour tous (FFEPMM);3;;2;1;2;;1;1;0;4550;2173;646;1210;316;1296;2650;603
